"","hotel_name","score","presaleprice","price","test.V2","test.V3"
"1","The Venetian Resort Hotel CasinoThe Strip","8.92006","NA","199","Las_Vegas_Saturday_20170722","1"
"2","Paris Las VegasThe Strip","7.71177","423","138","Las_Vegas_Saturday_20170722","1"
"3","The Linq Hotel And CasinoThe Strip","7.1669","409","164","Las_Vegas_Saturday_20170722","1"
"4","Aria Resort And CasinoThe Strip","8.61062","538","158","Las_Vegas_Saturday_20170722","1"
"5","Luxor Hotel And CasinoThe Strip","7.03412","292","144","Las_Vegas_Saturday_20170722","1"
"6","Ballys Las VegasThe Strip","7.51533","319","137","Las_Vegas_Saturday_20170722","1"
"7","Bellagio Hotel And CasinoThe Strip","8.5535","594","219","Las_Vegas_Saturday_20170722","1"
"8","Planet Hollywood Resort And CasinoThe Strip","7.41384","397","149","Las_Vegas_Saturday_20170722","1"
"9","Encore At Wynn Las VegasThe Strip","8.9305","599","399","Las_Vegas_Saturday_20170722","1"
"10","Treasure Island Hotel & CasinoThe Strip","7.82596","382","216","Las_Vegas_Saturday_20170722","1"
"11","The Palazzo Resort Hotel CasinoThe Strip","9.11766","NA","199","Las_Vegas_Saturday_20170722","1"
"12","Mandalay Bay Resort And CasinoThe Strip","8.21103","408","198","Las_Vegas_Saturday_20170722","1"
"13","The Cosmopolitan of Las Vegas, Autograph CollectionThe Strip","8.6826","764","399","Las_Vegas_Saturday_20170722","1"
"14","Vdara Hotel & SpaThe Strip","8.61457","NA","148","Las_Vegas_Saturday_20170722","1"
"15","New York New York Hotel And CasinoThe Strip","7.71193","379","154","Las_Vegas_Saturday_20170722","1"
"16","Excalibur Hotel And CasinoThe Strip","7.13128","284","145","Las_Vegas_Saturday_20170722","1"
"17","Flamingo Las VegasThe Strip","6.32224","309","169","Las_Vegas_Saturday_20170722","1"
"18","Monte Carlo Resort And CasinoThe Strip","7.02022","378","139","Las_Vegas_Saturday_20170722","1"
"19","Harrahs Las VegasThe Strip","7.01241","309","139","Las_Vegas_Saturday_20170722","1"
"20","Hard Rock Hotel And CasinoEast of The Strip MapFree Internet, Free Parking|Hotel AmenitiesFree InternetFree ParkingBusiness CenterCasinoFree Internet AvailableFitness CenterHandicapped Rooms/FacilitiesNon SmokingRestaurantSpaSwimming PoolOutdoor Swimming PoolFree Cancellation Available Travelers are considering this hotelGood:  verified guest reviewsOn Sale Now","7.11138","379","169","Las_Vegas_Saturday_20170722","1"
"21","Wynn Las VegasThe Strip","9.0781","659","399","Las_Vegas_Saturday_20170722","1"
"22","South Point Hotel Casino SpaMcCarran International Airport (LAS) MapFree Parking|Hotel AmenitiesFree ParkingAirport ShuttleBusiness CenterCasinoFitness CenterHandicapped Rooms/FacilitiesNon SmokingRestaurantSpaSwimming PoolOutdoor Swimming PoolFree Cancellation Available Travelers are considering this hotelVery Good:  verified guest reviewsOn Sale Now","8.11902","279","189","Las_Vegas_Saturday_20170722","1"
"23","Golden Nugget Hotel & Casino Las VegasDowntown Las Vegas","7.81986","NA","229","Las_Vegas_Saturday_20170722","1"
"24","Trump International Hotel, Las VegasThe Strip","8.54367","303","183","Las_Vegas_Saturday_20170722","1"
"25","The MirageThe Strip","8.1968","459","148","Las_Vegas_Saturday_20170722","1"
"26","Mgm Grand Hotel CasinoThe Strip","7.61498","398","131","Las_Vegas_Saturday_20170722","1"
"27","Plaza Hotel & CasinoDowntown Las Vegas","6.5291","222","145","Las_Vegas_Saturday_20170722","1"
"28","Alexis Park All Suite ResortEast of The Strip MapFree Internet, Free Parking|Hotel AmenitiesFree InternetFree ParkingAirport ShuttleBusiness CenterFree Internet AvailableFitness CenterHandicapped Rooms/FacilitiesNon SmokingPets AllowedRestaurantSpaSwimming PoolOutdoor Swimming PoolFree Cancellation Available Travelers are considering this hotelPleasant:  verified guest reviews Savings CalculationCloseOnly  rooms leftwas from$Choose","6.8573","NA","209","Las_Vegas_Saturday_20170722","1"
"29","Circus Circus Hotel, Casino & Theme ParkThe Strip","6.32879","201","126","Las_Vegas_Saturday_20170722","1"
"30","Oasis At The Gold Spike HotelDowntown Las Vegas","30. Oasis At The Gold Spike HotelDowntown Las Vegas - Fremont Street Area MapFree Internet, Free Parking|Hotel AmenitiesFree InternetFree ParkingFree Internet AvailableFitness CenterHandicapped Rooms/FacilitiesNon SmokingPets AllowedRestaurantSwimming PoolOutdoor Swimming PoolFree Cancellation Available5 Travelers are considering this hotel 5.794","233","107","Las_Vegas_Saturday_20170722","1"
"31","Downtown Grand, an Ascend HotelDowntown Las Vegas","8.21017","424","179","Las_Vegas_Saturday_20170722","1"
"32","The Orleans Hotel And CasinoLas Vegas South MapHotel AmenitiesHandicapped Rooms/FacilitiesRestaurantFree Cancellation Available Travelers are considering this hotelVery Good:  verified guest reviews Savings CalculationCloseOnly  rooms leftwas from$Choose","8.0666","NA","127","Las_Vegas_Saturday_20170722","1"
"33","Red Roof Inn Las VegasEast of The Strip MapFree Parking, Free Breakfast, Free Internet|Hotel AmenitiesFree InternetFree ParkingFree BreakfastBusiness CenterFree Internet In Public AreasHandicapped Rooms/FacilitiesNon SmokingPets AllowedSwimming PoolOutdoor Swimming PoolFree Cancellation Available Travelers are considering this hotelGood:  verified guest reviews Savings CalculationCloseOnly  room leftwas from$Choose","7.6293","NA","129","Las_Vegas_Saturday_20170722","1"
"34","Rio Suite Hotel CasinoWest of The Strip MapFree Parking|Hotel AmenitiesFree ParkingBusiness CenterCasinoFitness CenterHandicapped Rooms/FacilitiesNon SmokingRestaurantSpaSwimming PoolFree Cancellation Available Travelers are considering this hotelGood:  verified guest reviewsOn Sale Now","7.11764","470","184","Las_Vegas_Saturday_20170722","1"
"35","Thunderbird Boutique HotelThe Strip","35. Thunderbird Boutique HotelThe Strip - Northeast MapFree Internet, Free Parking|Hotel AmenitiesFree InternetFree ParkingFree Internet AvailableHandicapped Rooms/FacilitiesNon SmokingSwimming PoolOutdoor Swimming PoolFree Cancellation Available3 Travelers are considering this hotel 5.026","239","149","Las_Vegas_Saturday_20170722","1"
"36","Stratosphere TowerThe Strip","6.52970","289","231","Las_Vegas_Saturday_20170722","1"
"37","Four Seasons Hotel Las VegasThe Strip","9.168","NA","209","Las_Vegas_Saturday_20170722","1"
"38","Red Rock Casino Resort SpaSummerlin MapFree Internet, Free Parking|Hotel AmenitiesFree InternetFree ParkingAirport ShuttleBusiness CenterCasinoFree Internet AvailableFitness CenterHandicapped Rooms/FacilitiesNon SmokingRestaurantSpaSwimming PoolOutdoor Swimming PoolFree Cancellation Available Travelers are considering this hotelExcellent:  verified guest reviewsMEMBER DEALSign InSavings CalculationCloseThis savings compares your price to the second highest price offered by this hotel  days before and after your check in date You could pay lesswas $from$Choose","8.5465","483","195","Las_Vegas_Saturday_20170722","1"
